名前,かな,緯度,経度,標高
瑞牆山,みずがきやま,35.89333333333333,138.59194444444447,2230
金峰山,きんぷさん,35.87138888888889,138.6252777777778,2599
朝日岳,あさひだけ,35.87444444444444,138.64249999999998,2579
国師ヶ岳,こくしがたけ,35.87083333333334,138.67305555555555,2592
北奥千丈岳,きたおくせんじょうだけ,35.868611111111115,138.67083333333332,2601
乾徳山,けんとくさん,35.823055555555555,138.71499999999997,2031
小楢山,こならやま,35.781666666666666,138.66416666666666,1713
茅ヶ岳,かやがたけ,35.794999999999995,138.51388888888889,1704
堂平山,どうだいらさん,36.005833333333335,139.19,876
武甲山,ぶこうさん,35.95166666666667,139.0977777777778,1304
伊豆ヶ岳,いずがたけ,35.926944444444445,139.16055555555556,851
川乗山,かわのりやま,35.850833333333334,139.10694444444445,1363
酉谷山,とりだにやま,35.89722222222222,139.0102777777778,1718
雲取山,くもとりやま,35.855555555555554,138.9438888888889,2017
白石山,はくせきさん,35.89944444444444,138.87805555555556,2036
唐松尾山,からまつおやま,35.867777777777775,138.8452777777778,2109
大洞山,おおぼらやま,35.84,138.89222222222222,2077
鶏冠山,けいかんやま,35.78861111111111,138.83583333333334,1716
大菩薩嶺,だいぼさつれい,35.74888888888889,138.84555555555556,2057
小金沢山,こがねざわやま,35.716944444444444,138.85666666666665,2014
雁ケ腹摺山,がんがはらすりやま,35.68694444444444,138.885,1874
権現山,ごんげんやま,35.66777777777777,139.0213888888889,1312
権現山<扇山>,ごんげんやま<おうぎやま>,35.63722222222222,139.01388888888889,1138
三頭山,みとうさん,35.73916666666667,139.01388888888889,1531
大岳山,おおだけさん,35.765277777777776,139.1302777777778,1266
陣馬山,じんばさん,35.65222222222222,139.16666666666666,855
高尾山,たかおさん,35.625277777777775,139.2436111111111,599
清澄山<妙見山>,きよすみやま<みょうけんやま>,35.1625,140.15222222222224,377
鹿野山,かのうざん,35.25555555555555,139.97166666666666,379
鋸山,のこぎりやま,35.16027777777778,139.84083333333334,329
富山,とみさん,35.098888888888894,139.8813888888889,349
伊予ヶ岳,いよがたけ,35.10722222222223,139.9138888888889,336
愛宕山,あたごやま,35.115,139.98694444444442,408
大山,おおやま,34.96416666666667,139.7777777777778,193
大楠山,おおぐすやま,35.25,139.62805555555556,241
大山,おおやま,35.44083333333333,139.2313888888889,1252
丹沢山<蛭ヶ岳>,たんざわさん<ひるがたけ>,35.48638888888889,139.13888888888889,1673
丹沢山,たんざわさん,35.47416666666667,139.1627777777778,1567
丹沢山<塔ノ岳,たんざわさん<とうのだけ,35.45416666666667,139.16333333333333,1491
大室山,おおむろやま,35.51083333333333,139.0686111111111,1587
御正体山,みしょうたいやま,35.48694444444445,138.93166666666664,1681
菰釣山,こもつるしやま,35.46388888888889,138.97861111111112,1379
三ッ峠山,みつとうげやま,35.549166666666665,138.80916666666667,1785
黒岳,くろたけ,35.551944444444445,138.74944444444444,1793
黒岳<釈迦ヶ岳>,くろたけ<しゃかがたけ>,35.56305555555555,138.72027777777777,1641
節刀ヶ岳,せっとうがたけ,35.52861111111111,138.68333333333334,1736
富士山<剣ヶ峯>,ふじさん<けんがみね>,35.36083333333333,138.7275,3776
愛鷹山<越前岳>,あしたかやま<えちぜんだけ>,35.238055555555555,138.7938888888889,1504
毛無山,けなしやま,35.41583333333333,138.5438888888889,1964
天子ヶ岳,てんしがたけ,35.32916666666667,138.53666666666666,1330
箱根山<神山>,はこねやま<かみやま>,35.233333333333334,139.02083333333334,1438
箱根山<金時山>,はこねやま<きんときざん>,35.28972222222222,139.005,1212
玄岳,くろたけ,35.08166666666667,139.02805555555557,798
大室山,おおむろやま,34.903055555555554,139.09472222222223,580
天城山<万三郎岳>,あまぎさん<ばんざぶろうだけ>,34.86277777777778,139.00166666666667,1406
達磨山,だるまやま,34.955000000000005,138.83916666666667,982
長九郎山,ちょうくろうやま,34.788333333333334,138.86805555555557,996
三原山<三原新山>,みはらやま<みはらしんざん>,34.724444444444444,139.39444444444445,758
宮塚山,みやつかやま,34.52027777777778,139.27916666666667,508
天上山,てんじょうさん,34.21944444444445,139.15305555555557,572
雄山,おやま,34.093611111111116,139.52611111111113,775
御山,おやま,33.87444444444444,139.60194444444443,851
西山,にしやま,33.136944444444445,139.76611111111112,854
硫黄山,いおうやま,30.483888888888888,140.30305555555557,394
中央山,ちゅうおうざん,27.073333333333334,142.2186111111111,320
乳房山,ちぶさやま,26.659444444444443,142.1613888888889,463
榊ヶ峰,さかきがみね,25.428055555555556,141.28083333333333,792
摺鉢山,すりばちやま,24.750555555555554,141.28916666666666,170
南硫黄島,みなみいおうとう,24.233888888888888,141.4633333333333,916
金北山,きんぽくさん,38.10388888888889,138.34972222222223,1172
大地山,おおじやま,37.95861111111111,138.47972222222222,646
弥彦山,やひこやま,37.70472222222222,138.8088888888889,634
米山,よねやま,37.28944444444444,138.48388888888888,993
黒姫山,くろひめさん,37.226111111111116,138.59222222222223,891
菱ヶ岳,ひしがたけ,37.032222222222224,138.4933333333333,1129
斑尾山,まだらおやま,36.837500000000006,138.27444444444447,1382
鉾ヶ岳,ほこがたけ,37.02861111111111,138.0263888888889,1316
駒ヶ岳,こまがたけ,36.94277777777778,137.94833333333332,1498
鋸岳,のこぎりだけ,36.93194444444444,137.9688888888889,1631
焼山,やけやま,36.920833333333334,138.03583333333333,2400
雨飾山,あまかざりやま,36.901944444444446,137.96249999999998,1963
火打山,ひうちやま,36.922777777777775,138.06805555555556,2462
妙高山,みょうこうさん,36.89138888888889,138.11333333333332,2454
黒姫山,くろひめやま,36.81333333333333,138.12722222222223,2053
高妻山,たかつまやま,36.8,138.05194444444444,2353
戸隠山,とがくしやま,36.77027777777778,138.055,1904
飯縄山,いいづなやま,36.739444444444445,138.1336111111111,1917
虫倉山,むしくらやま,36.64972222222222,138.01916666666668,1378
聖山,ひじりやま,36.48416666666667,138.0213888888889,1447
冠着山,かむりきやま,36.46888888888889,138.10666666666665,1252
美ヶ原<王ヶ頭>,うつくしがはら<おうがとう>,36.225833333333334,138.1075,2034
鉢伏山,はちぶせやま,36.16305555555555,138.05916666666667,1929
霧ヶ峰<車山>,きりがみね<くるまやま>,36.10305555555556,138.19666666666666,1925
蓼科山,たてしなやま,36.103611111111114,138.295,2531
横岳,よこだけ,36.087500000000006,138.32,2480
縞枯山,しまがれやま,36.07555555555556,138.3311111111111,2403
天狗岳,てんぐだけ,36.01916666666666,138.35555555555555,2646
峰の松目,みねのまつめ,35.996944444444445,138.35055555555556,2568
硫黄岳,いおうだけ,35.99861111111111,138.37,2760
横岳,よこだけ,35.98583333333333,138.3727777777778,2830
赤岳,あかだけ,35.97083333333334,138.37,2899
阿弥陀岳,あみだだけ,35.97222222222222,138.35888888888888,2805
権現岳,ごんげんだけ,35.94972222222222,138.35972222222222,2715
権現岳<西岳>,ごんげんだけ<にしだけ>,35.95,138.335,2398
権現岳<三ッ頭>,ごんげんだけ<みつがしら>,35.94222222222222,138.36388888888888,2580
編笠山,あみがさやま,35.94166666666666,138.345,2524
黒姫山,くろひめやま,36.97666666666667,137.79,1221
明星山,みょうじょうさん,36.94083333333333,137.82194444444445,1188
犬ヶ岳,いぬがだけ,36.90694444444444,137.71555555555554,1592
朝日岳,あさひだけ,36.82666666666667,137.73,2418
雪倉岳,ゆきくらだけ,36.79472222222222,137.75416666666666,2611
鉢ヶ岳,はちがたけ,36.780277777777776,137.74944444444444,2563
小蓮華山,これんげさん,36.77361111111111,137.77611111111113,2766
乗鞍岳,のりくらだけ,36.78861111111111,137.79916666666668,2469
風吹岳,かざふきだけ,36.814166666666665,137.8388888888889,1888
白馬岳,しろうまだけ,36.75861111111111,137.75861111111112,2932
旭岳,あさひだけ,36.757777777777775,137.7458333333333,2867
清水岳,しょうずだけ,36.764722222222225,137.7188888888889,2603
杓子岳,しゃくしだけ,36.74055555555556,137.75916666666666,2812
鑓ヶ岳,やりがたけ,36.731388888888894,137.7552777777778,2903
唐松岳,からまつだけ,36.68722222222222,137.75472222222223,2696
五龍岳,ごりゅうだけ,36.65833333333333,137.75277777777777,2814
鹿島槍ヶ岳,かしまやりがたけ,36.62444444444444,137.74694444444444,2889
爺ヶ岳,じいがたけ,36.58833333333334,137.75083333333333,2670
岩小屋沢岳,いわごやざわだけ,36.57694444444445,137.7133333333333,2630
鳴沢岳,なるさわだけ,36.56861111111112,137.69555555555556,2641
赤沢岳,あかざわだけ,36.56194444444444,137.6875,2678
スバリ岳,すばりだけ,36.54416666666666,137.685,2752
針ノ木岳,はりのきだけ,36.53805555555555,137.68444444444444,2821
蓮華岳,れんげだけ,36.53583333333333,137.71055555555554,2799
北葛岳,きたくずだけ,36.5175,137.70555555555555,2551
不動岳,ふどうだけ,36.49527777777778,137.66722222222222,2601
南沢岳,みなみさわだけ,36.49,137.65305555555557,2626
烏帽子岳,えぼしだけ,36.47944444444445,137.65083333333334,2628
三ッ岳,みつだけ,36.45472222222222,137.64944444444444,2845
野口五郎岳,のぐちごろうだけ,36.43277777777777,137.63777777777776,2924
南真砂岳,みなみまさごだけ,36.413333333333334,137.64166666666665,2713
赤牛岳,あかうしだけ,36.461666666666666,137.60333333333332,2864
水晶岳,すいしょうだけ,36.42638888888889,137.60277777777776,2986
祖父岳,じいだけ,36.41111111111111,137.59111111111113,2825
鷲羽岳,わしばだけ,36.403055555555554,137.6052777777778,2924
三俣蓮華岳,みつまたれんげだけ,36.39,137.58777777777777,2841
僧ヶ岳,そうがだけ,36.76166666666666,137.56361111111113,1855
毛勝山,けかつやま,36.70111111111111,137.59083333333334,2415
猫又山,ねこまたやま,36.68111111111111,137.5902777777778,2378
池平山,いけのだいらやま,36.64111111111111,137.62583333333333,2561
剱岳,つるぎだけ,36.623333333333335,137.61694444444444,2999
別山,べっさん,36.597500000000004,137.62027777777777,2880
剱御前,つるぎごぜん,36.6025,137.60888888888888,2777
奥大日岳,おくだいにちだけ,36.598333333333336,137.58083333333332,2611
大日岳,だいにちだけ,36.599444444444444,137.55,2501
真砂岳,まさごだけ,36.586666666666666,137.62,2861
立山<大汝山>,たてやま<おおなんじやま>,36.575833333333335,137.61972222222224,3015
国見岳,くにみだけ,36.571111111111115,137.58972222222224,2621
龍王岳,りゅうおうだけ,36.56472222222222,137.60722222222222,2872
龍王岳<浄土山>,りゅうおうだけ<じょうどさん>,36.568333333333335,137.6036111111111,2831
鷲岳,わしだけ,36.54194444444444,137.58722222222224,2617
鳶山,とんびやま,36.534166666666664,137.58583333333334,2616
越中沢岳,えっちゅうざわだけ,36.515,137.58305555555555,2592
鍬崎山,くわさきやま,36.54,137.47805555555556,2090
薬師岳,やくしだけ,36.46888888888889,137.54472222222222,2926
北ノ俣岳,きたのまただけ,36.42111111111111,137.51222222222222,2662
黒部五郎岳,くろべごろうだけ,36.3925,137.54,2840
双六岳,すごろくだけ,36.371944444444445,137.58722222222224,2860
樅沢岳,もみさわだけ,36.36666666666667,137.60777777777778,2755
弓折岳,ゆみおりだけ,36.349444444444444,137.59666666666666,2592
抜戸岳,ぬけどだけ,36.32777777777778,137.575,2813
笠ヶ岳,かさがたけ,36.315555555555555,137.55027777777778,2898
錫杖岳,しゃくじょうだけ,36.28194444444444,137.54722222222222,2168
硫黄岳,いおうだけ,36.38055555555555,137.65055555555557,2554
唐沢岳,からさわだけ,36.461111111111116,137.71666666666667,2633
餓鬼岳,がきだけ,36.447222222222216,137.7361111111111,2647
燕岳,つばくろだけ,36.40694444444444,137.71277777777777,2763
有明山,ありあけやま,36.39111111111111,137.77055555555557,2268
大天井岳,だいてんじょうだけ,36.365,137.7011111111111,2922
東天井岳,ひがしてんじょうだけ,36.35333333333333,137.71555555555554,2814
横通岳,よことおしだけ,36.3425,137.72694444444446,2767
常念岳,じょうねんだけ,36.32555555555556,137.7275,2857
蝶ヶ岳,ちょうがたけ,36.2875,137.72611111111112,2677
大滝山,おおたきやま,36.274166666666666,137.7433333333333,2616
赤岩岳,あかいわだけ,36.343333333333334,137.68416666666667,2769
西岳,にしだけ,36.33722222222222,137.67944444444444,2758
赤沢山,あかさわやま,36.32916666666667,137.6797222222222,2670
槍ヶ岳,やりがたけ,36.341944444444444,137.64749999999998,3180
大喰岳,おおばみだけ,36.33583333333333,137.64583333333331,3101
中岳,なかだけ,36.32972222222222,137.64666666666665,3084
南岳,みなみだけ,36.31888888888889,137.65083333333334,3033
北穂高岳,きたほたかだけ,36.302499999999995,137.65194444444444,3106
涸沢岳,からさわだけ,36.295833333333334,137.64694444444444,3110
奥穂高岳,おくほたかだけ,36.28916666666667,137.64805555555554,3190
前穂高岳,まえほたかだけ,36.28194444444444,137.66055555555556,3090
西穂高岳,にしほたかだけ,36.278888888888886,137.62916666666666,2909
焼岳,やけだけ,36.22694444444445,137.58694444444444,2455
霞沢岳,かすみざわだけ,36.221111111111114,137.64055555555555,2646
十石山,じゅっこくやま,36.16361111111111,137.59055555555557,2525
輝山,てらしやま,36.19416666666666,137.52222222222224,2063
乗鞍岳<剣ヶ峰>,のりくらだけ<けんがみね>,36.10638888888889,137.5536111111111,3026
鎌ヶ峰,かまがみね,36.026666666666664,137.5991666666667,2121
鉢盛山,はちもりやま,36.086666666666666,137.75472222222223,2447
御嶽山<剣ヶ峰>,おんたけさん<けんがみね>,35.89277777777778,137.4802777777778,3067
小秀山,こひでやま,35.785555555555554,137.39694444444444,1982
奥三界岳,おくさんがいだけ,35.681666666666665,137.50722222222223,1811
尾城山,おしろやま,35.69583333333333,137.3438888888889,1133
二ッ森山,ふたつもりやま,35.57194444444445,137.40027777777777,1223
経ヶ岳,きょうがたけ,35.91277777777778,137.86249999999998,2296
大棚入山,おおだないりやま,35.84805555555556,137.81,2375
将棊頭山,しょうぎがしらやま,35.80333333333333,137.82694444444445,2730
将棊頭山<茶臼山>,しょうぎがしらやま<ちゃうすやま>,35.81472222222222,137.82166666666666,2658
駒ヶ岳,こまがたけ,35.78944444444444,137.80444444444444,2956
駒ヶ岳<宝剣岳>,こまがたけ<ほうけんだけ>,35.78138888888889,137.80916666666667,2931
駒ヶ岳<麦草岳>,こまがたけ<むぎくさだけ>,35.79666666666667,137.7861111111111,2733
三沢岳,さんのさわだけ,35.766666666666666,137.79416666666665,2847
檜尾岳,ひのきおだけ,35.75194444444445,137.81333333333333,2728
熊沢岳,くまざわだけ,35.73916666666667,137.80333333333334,2778
東川岳,ひがしかわだけ,35.72527777777778,137.80555555555557,2671
空木岳,うつぎだけ,35.71888888888889,137.81722222222223,2864
南駒ヶ岳,みなみこまがたけ,35.70138888888889,137.81083333333333,2841
南駒ヶ岳<赤梛岳>,みなみこまがたけ<あかなぎだけ>,35.70611111111111,137.81555555555556,2798
仙涯嶺,せんがいれい,35.69222222222222,137.81361111111113,2734
越百山,こすもやま,35.67944444444444,137.80333333333334,2614
安平路山,あんぺいじやま,35.63055555555555,137.77444444444447,2363
摺古木山,すりこぎやま,35.61277777777778,137.73749999999998,2169
南木曽岳,なぎそだけ,35.5925,137.64416666666665,1679
風越山,かざこしやま,35.54944444444444,137.7838888888889,1535
恵那山,えなさん,35.44361111111111,137.59722222222223,2191
守屋山,もりやさん,35.9675,138.09333333333333,1651
入笠山,にゅうがさやま,35.896388888888886,138.17166666666665,1955
鋸岳,のこぎりだけ,35.778888888888886,138.20999999999998,2685
駒ヶ岳,こまがたけ,35.75805555555556,138.23666666666665,2967
駒津峰,こまつみね,35.75472222222222,138.23083333333332,2752
双児山,ふたごやま,35.75083333333333,138.2213888888889,2649
アサヨ峰,あさよみね,35.73166666666667,138.24138888888888,2799
アサヨ峰<栗沢山>,あさよみね<くりさわやま>,35.738055555555555,138.23416666666665,2714
高嶺,たかみね,35.709722222222226,138.28777777777776,2779
地蔵ヶ岳,じぞうがたけ,35.71222222222222,138.29861111111111,2764
観音ヶ岳,かんのんがだけ,35.70166666666667,138.30472222222224,2841
薬師ヶ岳,やくしがだけ,35.69611111111111,138.31166666666667,2780
辻山,つじやま,35.67638888888889,138.32194444444445,2585
櫛形山,くしがたやま,35.586666666666666,138.36916666666667,2052
仙丈ヶ岳,せんじょうがたけ,35.72,138.1836111111111,3033
伊那荒倉岳,いなあらくらだけ,35.689166666666665,138.19416666666666,2519
小太郎山,こたろうやま,35.700833333333335,138.23999999999998,2725
北岳,きただけ,35.67444444444444,138.23888888888888,3193
間ノ岳,あいのだけ,35.64611111111111,138.22833333333332,3190
農鳥岳<西農鳥岳>,のうとりだけ<にしのうとりだけ>,35.624722222222225,138.2302777777778,3051
農鳥岳,のうとりだけ,35.62111111111111,138.23694444444442,3026
大唐松山,おおからまつやま,35.62166666666667,138.26944444444445,2561
広河内岳,ひろごうちだけ,35.60611111111111,138.23583333333332,2895
大籠岳,おおかごだけ,35.59305555555556,138.2433333333333,2767
笹山,ささやま,35.571111111111115,138.24388888888888,2733
黒檜山,くろべいやま,35.644444444444446,138.1861111111111,2541
安倍荒倉岳,あべあらくらだけ,35.62305555555555,138.20305555555555,2693
新蛇抜山,しんじゃぬけやま,35.60722222222223,138.20527777777778,2667
北荒川岳,きたあらかわだけ,35.594722222222224,138.19444444444446,2698
塩見岳,しおみだけ,35.573056,138.183611,3052
蝙蝠岳,こうもりだけ,35.55694444444444,138.2072222222222,2865
徳右衛門岳,とくえもんだけ,35.53944444444444,138.2263888888889,2599
本谷山,ほんたにやま,35.57083333333334,138.15166666666667,2658
戸倉山,とくらやま,35.745,138.05194444444444,1681
烏帽子岳,えぼしだけ,35.55361111111111,138.1536111111111,2726
小河内岳,こごうちだけ,35.53777777777778,138.15305555555557,2802
小日影山,こひかげやま,35.525277777777774,138.1263888888889,2506
大日影山,おおひかげやま,35.52222222222222,138.13833333333332,2573
板屋岳,いたやだけ,35.518055555555556,138.1461111111111,2646
東岳,ひがしだけ,35.50083333333333,138.1825,3141
荒川岳<中岳>,あらかわだけ<なかだけ>,35.49666666666667,138.16694444444443,3084
荒川岳<前岳>,あらかわだけ<まえだけ>,35.494166666666665,138.16416666666666,3068
赤石岳,あかいしだけ,35.461111111111116,138.15722222222223,3121
奥茶臼山,おくちゃうすやま,35.485,138.06916666666666,2474
鬼面山,きめんざん,35.49194444444444,137.99027777777778,1890
大沢岳,おおさわだけ,35.44888888888889,138.12027777777777,2820
中盛丸山,なかもりまるやま,35.44277777777778,138.12194444444447,2807
兎岳,うさぎだけ,35.42861111111111,138.1211111111111,2818
聖岳<前聖岳>,ひじりだけ<まえひじりだけ>,35.422777777777775,138.13972222222222,3013
上河内岳,かみこうちだけ,35.38972222222222,138.15277777777777,2803
茶臼岳,ちゃうすだけ,35.369166666666665,138.14055555555555,2604
仁田岳,にっただけ,35.36083333333333,138.12722222222223,2524
光岳,てかりだけ,35.338055555555556,138.0838888888889,2592
池口岳,いけぐちだけ,35.33027777777778,138.03833333333333,2392
白倉山,しらくらやま,35.30166666666666,137.9922222222222,1851
熊伏山,くまぶしやま,35.263333333333335,137.89499999999998,1654
大無間山,だいむげんざん,35.25611111111111,138.16166666666666,2330
不動岳,ふどうがたけ,35.23555555555556,138.04111111111112,2172
黒法師岳,くろぼうしがたけ,35.19611111111111,138.02944444444447,2068
蕎麦粒山,そばつぶやま,35.126111111111115,138.03527777777776,1627
高塚山,たかつかやま,35.11555555555556,138.0036111111111,1621
京丸山,きょうまるやま,35.096111111111114,137.96583333333334,1470
秋葉山,あきはさん,34.98166666666667,137.8661111111111,885
八高山,はっこうさん,34.9075,138.05666666666667,832
笊ヶ岳,ざるがたけ,35.424166666666665,138.25944444444445,2629
布引山,ぬのびきやま,35.40861111111111,138.25833333333333,2584
青薙山,あおなぎやま,35.36972222222222,138.22861111111112,2406
身延山,みのぶさん,35.3975,138.4163888888889,1153
七面山,しちめんざん,35.36944444444445,138.3488888888889,1989
山伏,やんぶし,35.30444444444444,138.28527777777776,2013
十枚山,じゅうまいざん,35.25361111111111,138.37805555555556,1726
篠井山,しのいさん,35.24777777777778,138.42638888888888,1394
高ドッキョウ,たかどっきょう,35.17861111111111,138.43805555555556,1133
竜爪山,りゅうそうざん,35.08833333333334,138.4036111111111,1051
久能山,くのうざん,34.96611111111111,138.46805555555557,216
茶臼山,ちゃうすやま,35.2275,137.65555555555557,1416
鷹ノ巣山,たかのすやま,35.152499999999996,137.49499999999998,1153
鳳来寺山,ほうらいじさん,34.98416666666667,137.58277777777778,695
本宮山,ほんぐうさん,34.90972222222222,137.42055555555555,789
猿投山,さなげやま,35.20583333333334,137.16694444444443,629
金華山,きんかざん,35.43333333333333,136.7813888888889,329
宝立山,ほうりゅうざん,37.42861111111111,137.1625,471
鉢伏山,はちぶせやま,37.37777777777778,136.97083333333333,544
石動山,せきどうさん,36.96555555555556,136.97083333333333,564
宝達山,ほうだつさん,36.78194444444444,136.81305555555556,637
二上山,ふたがみやま,36.79,137.01527777777778,274
牛岳,うしだけ,36.54111111111111,137.03166666666667,987
白木峰,しらきみね,36.41555555555556,137.11222222222221,1596
金剛堂山,こんごうどうざん,36.37888888888889,137.04888888888888,1650
人形山,にんぎょうやま,36.348888888888894,136.93972222222223,1726
三ヶ辻山,みつがつじやま,36.338055555555556,136.95,1764
猿ヶ馬場山,さるがばばやま,36.225833333333334,136.9427777777778,1875
御前岳,ごぜんだけ,36.198055555555555,136.96027777777778,1816
大雨見山,おおあまみやま,36.25333333333333,137.29861111111111,1336
位山,くらいやま,36.038333333333334,137.19666666666666,1529
川上岳,かおれだけ,36.00833333333333,137.14944444444444,1625
鷲ヶ岳,わしがたけ,35.94027777777777,136.9713888888889,1671
八乙女山,やおとめやま,36.54055555555556,136.98305555555555,756
高清水山,たかしょうずやま,36.477222222222224,136.9427777777778,1145
医王山<奥医王山>,いおうぜん<おくいおうぜん>,36.51277777777778,136.79611111111112,939
口三方岳,くちさんぼうだけ,36.373333333333335,136.71555555555554,1269
高三郎山,たかさぶろうやま,36.37111111111111,136.77361111111114,1445
大門山,だいもんざん,36.36527777777778,136.8036111111111,1572
大笠山,おおがさやま,36.32055555555556,136.78972222222222,1822
笈ヶ岳,おいずるがだけ,36.29861111111111,136.79222222222222,1841
三方岩岳,さんぽういわだけ,36.25805555555556,136.84444444444446,1736
三方崩山,さんぽうくずれやま,36.178888888888885,136.86027777777778,2059
七倉山,ななくらやま,36.17111111111111,136.75861111111112,2557
白山<御前峰>,はくさん<ごぜんがみね>,36.155,136.7713888888889,2702
白山釈迦岳,はくさんしゃかだけ,36.15222222222222,136.73555555555555,2053
別山,べっさん,36.105555555555554,136.76583333333335,2399
願教寺山,がんきょうじやま,36.05694444444444,136.7397222222222,1691
野伏ヶ岳,のぶせがだけ,36.01277777777778,136.73250000000002,1674
大日ヶ岳,だいにちがたけ,36.00138888888889,136.83777777777777,1709
赤兎山,あかうさぎやま,36.0675,136.66194444444446,1629
経ヶ岳,きょうがだけ,36.046388888888885,136.62194444444447,1625
鷲走ヶ岳,わっそうがたけ,36.26583333333333,136.61555555555555,1097
大日山,だいにちざん,36.161944444444444,136.49305555555554,1368
富士写ヶ岳,ふじしゃがだけ,36.18861111111111,136.36388888888888,942
浄法寺山,じょうほうじやま,36.125,136.39277777777778,1053
国見岳,くにみだけ,36.07916666666667,136.0838888888889,656
日野山,ひのさん,35.85916666666667,136.20749999999998,794
部子山,へこさん,35.88611111111111,136.43916666666667,1464
荒島岳,あらしまだけ,35.93416666666666,136.6013888888889,1523
平家岳,へいけがだけ,35.809999999999995,136.7188888888889,1442
高賀山,こうがさん,35.67194444444444,136.85916666666665,1224
屛風山,びょうぶざん,35.79694444444444,136.62666666666667,1354
