名前,かな,緯度,経度,標高
姥ヶ岳,うばがたけ,35.809444444444445,136.50583333333333,1454
能郷白山,のうごうはくさん,35.7625,136.51416666666665,1617
冠山,かんむりやま,35.77972222222222,136.40944444444446,1257
三周ヶ岳,さんしゅうがたけ,35.683611111111105,136.3,1292
金糞岳,かなくそだけ,35.55,136.33722222222224,1317
伊吹山,いぶきやま,35.41777777777777,136.4063888888889,1377
霊仙山,りょうぜんざん,35.27916666666667,136.3813888888889,1094
笙ヶ岳,しょうがだけ,35.28361111111111,136.51111111111112,908
養老山,ようろうさん,35.26305555555555,136.52333333333334,859
御池岳,おいけだけ,35.17861111111111,136.415,1247
竜ヶ岳,りゅうがだけ,35.11944444444445,136.4452777777778,1099
御在所山,ございしょやま,35.02055555555555,136.41777777777776,1212
雨乞岳,あまごいだけ,35.02111111111111,136.38416666666666,1238
高畑山,たかはたやま,34.88972222222222,136.32083333333333,773
霊山,れいさん,34.81722222222223,136.26055555555556,766
経が峰,きょうがみね,34.76638888888889,136.37444444444446,819
笠取山,かさとりやま,34.73416666666667,136.29666666666665,842
武奈ヶ岳,ぶながだけ,35.264722222222225,135.89694444444444,1214
皆子山,みなこやま,35.202222222222225,135.83527777777778,971
蓬莱山,ほうらいさん,35.20944444444445,135.88583333333332,1174
比叡山<大比叡>,ひえいざん<だいひえい>,35.06583333333333,135.83444444444444,848
音羽山,おとわやま,34.97694444444445,135.85305555555556,593
三上山,みかみやま,35.050555555555555,136.03777777777776,432
鷲峰山,じゅうぶざん,34.830555555555556,135.90833333333333,682
笠置山,かさぎやま,34.75194444444445,135.95055555555555,324
若草山,わかくさやま,34.691111111111105,135.85444444444443,342
三輪山,みわやま,34.535,135.86694444444444,467
耳成山,みみなしやま,34.514722222222225,135.8052777777778,139
天香久山,あまのかぐやま,34.49583333333334,135.81833333333333,152
畝傍山,うねびやま,34.4925,135.78472222222223,199
生駒山,いこまやま,34.67833333333333,135.67888888888888,642
信貴山,しぎさん,34.61277777777778,135.66833333333332,437
二上山<雄岳>,にじょうさん<おだけ>,34.52583333333333,135.67749999999998,517
葛城山,かつらぎさん,34.45611111111111,135.6822222222222,959
金剛山,こんごうざん,34.419444444444444,135.67305555555555,1125
岩湧山,いわわきさん,34.37416666666667,135.5511111111111,897
葛城山,かつらぎさん,34.34805555555556,135.43444444444444,858
俎石山,そせきざん,34.30833333333333,135.20777777777778,420
堀坂山,ほっさかさん,34.54666666666667,136.43277777777777,757
尼ケ岳,あまがだけ,34.5575,136.21972222222223,957
倶留尊山,くろそやま,34.530833333333334,136.17027777777776,1037
局ヶ岳,つぼねがだけ,34.46055555555556,136.32694444444445,1029
三峰山,みうねやま,34.448611111111106,136.20638888888888,1235
高見山,たかみやま,34.42861111111111,136.08833333333334,1248
竜門岳,りゅうもんがだけ,34.440555555555555,135.89777777777778,904
朝熊ヶ岳,あさまがたけ,34.461111111111116,136.7813888888889,555
七洞岳,ななほらがたけ,34.37305555555555,136.51583333333335,778
迷岳,まよいだけ,34.35,136.20749999999998,1309
国見山,くにみやま,34.37583333333333,136.08666666666667,1419
池木屋山,いけごややま,34.316111111111105,136.12944444444446,1396
白鬚岳,しらひげだけ,34.293055555555554,136.04694444444445,1378
大台ヶ原山<日出ヶ岳>,おおだいがはらざん<ひのでがたけ>,34.18527777777778,136.10916666666665,1695
山上ヶ岳,さんじょうがたけ,34.2525,135.94111111111113,1719
大普賢岳,だいふげんだけ,34.22777777777778,135.96277777777777,1780
弥山,みせん,34.18,135.90944444444446,1895
八経ヶ岳,はっきょうがだけ,34.17361111111111,135.9075,1915
仏生嶽,ぶっしょうがだけ,34.13444444444444,135.91305555555556,1805
釈迦ヶ岳,しゃかがだけ,34.114444444444445,135.90305555555557,1800
涅槃岳,ねはんだけ,34.05833333333333,135.89694444444444,1376
笠捨山,かさすてやま,33.98277777777778,135.8983333333333,1353
玉置山,たまきやま,33.92666666666666,135.83166666666665,1077
高峰山,たかみねさん,34.03194444444444,136.1472222222222,1045
子ノ泊山,ねのとまりやま,33.794444444444444,135.93055555555554,907
龍門山,りゅうもんざん,34.238055555555555,135.4113888888889,756
生石ヶ峰,おいしがみね,34.105000000000004,135.33416666666668,870
白馬山,しらまやま,34.01583333333333,135.37222222222223,957
伯母子岳,おばこだけ,34.0775,135.65083333333334,1344
護摩壇山,ごまだんざん,34.0575,135.56694444444443,1372
牛廻山,うしまわしやま,33.94888888888889,135.6313888888889,1207
冷水山,ひやみずやま,33.899166666666666,135.65277777777777,1262
大塔山,おおとうざん,33.72694444444445,135.71388888888887,1122
法師山,ほうしやま,33.725833333333334,135.6652777777778,1121
那智山<烏帽子山>,なちさん<えぼしやま>,33.69611111111111,135.90083333333334,910
善司ノ森山,ぜんじのもりやま,33.593611111111116,135.54694444444445,591
野坂岳,のさかだけ,35.58972222222222,136.02472222222224,913
雲谷山,くもだにやま,35.55777777777777,135.945,786
久須夜ヶ岳,くすやがだけ,35.5575,135.7336111111111,619
百里ヶ岳,ひゃくりがだけ,35.391666666666666,135.81,931
飯盛山,はんせいざん,35.45194444444445,135.66,584
青葉山,あおばやま,35.505,135.48388888888888,693
頭巾山,とうきんざん,35.3775,135.53444444444443,871
長老ヶ岳,ちょうろうがだけ,35.30333333333333,135.4738888888889,917
桟敷ヶ岳,さじきがだけ,35.159166666666664,135.71722222222223,896
愛宕山,あたごやま,35.06027777777778,135.63416666666666,924
ポンポン山,ぽんぽんやま,34.93527777777778,135.6238888888889,679
妙見山,みょうけんさん,34.928888888888885,135.46722222222223,660
歌垣山,うたがきやま,34.97416666666667,135.47666666666666,553
剣尾山,けんびさん,35.00361111111111,135.4038888888889,784
三嶽,みたけ,35.12722222222222,135.24499999999998,793
白髪岳,しらがだけ,35.04611111111111,135.13472222222222,722
太鼓山,たいこやま,35.695277777777775,135.20416666666665,683
磯砂山,いさなごさん,35.54861111111111,135.03805555555556,661
大江山,おおえやま,35.45333333333333,135.10666666666665,832
東床尾山,ひがしとこのおさん,35.42194444444444,134.91583333333335,839
来日岳,くるひだけ,35.61194444444445,134.78555555555556,567
六甲山,ろっこうさん,34.778055555555554,135.26361111111112,931
摩耶山,まやさん,34.73305555555556,135.20416666666665,702
妙見山,みょうけんやま,34.49722222222222,134.94333333333333,522
諭鶴羽山,ゆづるはさん,34.235,134.81416666666667,608
粟鹿山,あわがやま,35.272777777777776,134.91555555555556,962
千ヶ峰,せんがみね,35.14472222222222,134.8838888888889,1005
笠形山,かさがたやま,35.064166666666665,134.83472222222224,939
久斗山,くとやま,35.62111111111111,134.5627777777778,650
蘇武岳,そぶがたけ,35.47083333333334,134.63805555555555,1074
妙見山,みょうけんやま,35.410555555555554,134.64388888888888,1139
藤無山,ふじなしやま,35.266666666666666,134.60055555555556,1139
段ヶ峰,だんがみね,35.19166666666666,134.7275,1103
雪彦山,せっぴこさん,35.07277777777778,134.6511111111111,915
扇ノ山,おうぎのせん,35.439722222222215,134.44083333333333,1310
鉢伏山,はちぶせやま,35.39527777777778,134.5363888888889,1222
氷ノ山,ひょうのせん,35.35388888888889,134.51388888888889,1510
三室山,みむろやま,35.236666666666665,134.46277777777777,1358
東山,とうせん,35.29222222222222,134.38305555555556,1388
沖ノ山,おきのやま,35.24805555555556,134.35666666666665,1318
後山,うしろやま,35.18694444444444,134.41111111111113,1344
那岐山,なぎさん,35.17166666666667,134.18027777777777,1255
書写山,しょしゃざん,34.89277777777778,134.6563888888889,371
白旗山,しらはたやま,34.90833333333333,134.38083333333333,440
八塔寺山,はっとうじさん,34.92305555555555,134.25222222222223,538
金山,かなやま,34.74472222222222,133.94083333333333,499
大平山,おおひらやま,34.89888888888889,133.70694444444445,698
大満寺山,だいまんじさん,36.25666666666667,133.33055555555555,608
焼火山,たくひやま,36.07472222222223,133.03194444444446,452
朝日山,あさひやま,35.507777777777775,132.9763888888889,344
鼻高山,はなたかせん,35.4125,132.75277777777777,536
高鉢山,たかはちやま,35.36027777777778,134.0511111111111,1203
花知ヶ仙,はなちがせん,35.25944444444445,133.975,1247
津黒山,つぐろせん,35.25194444444445,133.815,1118
蒜山<上蒜山>,ひるぜん<かみひるぜん>,35.325,133.66333333333333,1202
矢筈ヶ山,やはずがせん,35.38666666666666,133.58083333333332,1358
大山<剣ヶ峰>,だいせん<けんがみね>,35.37111111111111,133.54611111111112,1729
烏ヶ山,からすがせん,35.35583333333334,133.57027777777776,1448
毛無山,けなしがせん,35.23555555555556,133.51472222222222,1219
宝仏山,ほうぶつざん,35.22972222222222,133.47027777777777,1005
星山,ほしやま,35.14194444444444,133.6772222222222,1030
花見山,はなみやま,35.152499999999996,133.4011111111111,1188
大倉山,おおくらやま,35.13361111111111,133.3552777777778,1112
船通山,せんつうざん,35.155833333333334,133.1786111111111,1142
道後山,どうごやま,35.06944444444445,133.23277777777778,1271
比婆山<立烏帽子山>,ひばやま<たてえぼしやま>,35.05166666666666,133.06555555555556,1299
比婆山<烏帽子山>,ひばやま<えぼしやま>,35.07,133.05222222222224,1225
猿政山,さるまさやま,35.081388888888895,132.96777777777777,1268
大万木山,おおよろぎやま,35.087500000000006,132.85444444444443,1218
琴引山,ことびきさん,35.04805555555556,132.78250000000003,1013
三瓶山<男三瓶山>,さんべさん<おさんべさん>,35.14055555555556,132.62166666666667,1126
大江高山,おおえたかやま,35.06388888888888,132.4286111111111,808
星居山,ほしのこやま,34.74805555555556,133.22166666666666,834
岳山,だけやま,34.64888888888889,133.15666666666667,741
龍王山,りゅうおうさん,34.45583333333334,133.08333333333334,665
鷹ノ巣山,たかのすざん,34.566111111111105,132.7461111111111,922
白木山,しらきやま,34.521388888888886,132.57555555555555,889
呉娑々宇山,ごさそうざん,34.422777777777775,132.54777777777778,682
野呂山,のろさん,34.26222222222222,132.66611111111112,839
冠山,かんざん,34.9175,132.50194444444443,863
阿佐山,あさやま,34.78583333333333,132.3813888888889,1218
天狗石山,てんぐいしやま,34.79222222222222,132.3427777777778,1192
雲月山,うんげつやま,34.80222222222222,132.23888888888888,911
大佐山,おおさやま,34.74777777777778,132.20138888888889,1069
臥龍山,がりゅうざん,34.69,132.19666666666666,1223
深入山,しんにゅうざん,34.65,132.20666666666665,1153
恐羅漢山,おそらかんざん,34.595555555555556,132.12972222222223,1346
十方山,じっぽうざん,34.56527777777777,132.14222222222222,1328
大峯山,おおみねやま,34.41583333333333,132.21694444444444,1050
冠山,かんむりやま,34.468611111111116,132.07611111111112,1339
寂地山,じゃくちさん,34.467222222222226,132.05444444444444,1337
安蔵寺山,あぞうじやま,34.477222222222224,131.96722222222223,1263
小五郎山,こごろうさん,34.41694444444444,132.00861111111112,1162
羅漢山,らかんざん,34.355555555555554,132.06722222222223,1109
鈴ノ大谷山,すずのおおたにやま,34.376666666666665,131.83916666666667,1036
平家ヶ岳,へいけがだけ,34.318333333333335,131.8997222222222,1066
馬糞ヶ岳,ばふんがだけ,34.25055555555556,131.89638888888888,985
莇ヶ岳,あざみがだけ,34.3325,131.7777777777778,1004
青野山,あおのやま,34.46222222222222,131.79805555555555,907
十種ヶ峰,とくさがみね,34.43833333333333,131.6952777777778,989
高山,こうやま,34.65222222222222,131.61333333333332,533
西鳳翩山,にしほうべんざん,34.21083333333333,131.40944444444446,742
大平山,おおひらやま,34.07333333333334,131.6302777777778,631
桂木山,かつらぎさん,34.305277777777775,131.30277777777778,702
花尾山,はなおやま,34.28388888888889,131.2211111111111,669
天井ヶ岳,てんじょうがだけ,34.31111111111111,131.0427777777778,691
狗留孫山,くるそんざん,34.21472222222223,130.9763888888889,616
竜王山,りゅうおうざん,34.068333333333335,130.93583333333333,614
嶮岨山<星ヶ城山>,けんそざん<ほしがじょうやま>,34.515277777777776,134.3175,816
熊ヶ峰,くまがみね,34.43333333333333,133.36833333333334,438
鷲ヶ頭山,わしがとうざん,34.23916666666667,133.0213888888889,436
弥山,みせん,34.279444444444444,132.31944444444443,535
皇座山,おおざさん,33.85305555555556,132.14222222222222,526
五剣山,ごけんざん,34.361111111111114,134.14138888888888,375
大平山,おおひらやま,34.32972222222222,133.9525,479
飯野山,いいのやま,34.27444444444444,133.84583333333333,422
象頭山<大麻山>,ぞうずさん<おおさやま>,34.196666666666665,133.78861111111112,616
矢筈山,やはずやま,34.19416666666666,134.19666666666666,789
大滝山,おおたきやま,34.123333333333335,134.12694444444446,946
竜王山,りゅうおうざん,34.11555555555556,134.04833333333332,1060
大川山,だいせんざん,34.11527777777778,133.93972222222223,1043
雲辺寺山,うんぺんじさん,34.03527777777778,133.72305555555556,927
東三方ヶ森,ひがしさんぽうがもり,33.90277777777778,132.9597222222222,1233
高縄山,たかなわさん,33.94583333333333,132.85,986
眉山,びざん,34.06111111111111,134.51638888888888,290
中津峰山,なかつみねやま,33.962500000000006,134.50944444444445,773
太竜寺山,たいりゅうじやま,33.87416666666667,134.51972222222224,618
高越山,こうつざん,34.01722222222222,134.19583333333333,1133
雲早山,くもそうやま,33.905833333333334,134.29472222222222,1496
八面山,やつらやま,33.92333333333333,134.09972222222223,1312
剣山,つるぎさん,33.853611111111114,134.09416666666667,1955
剣山<丸笹山>,つるぎさん<まるざさやま>,33.87416666666667,134.09,1712
塔丸,とうのまる,33.86694444444444,134.03916666666666,1713
矢筈山,やはずさん,33.925,133.975,1849
中津山,なかつざん,33.92472222222222,133.84416666666667,1447
国見山,くにみざん,33.9075,133.78472222222223,1409
天狗塚,てんぐづか,33.82694444444445,133.94333333333333,1812
三嶺,みうね,33.839444444444446,133.98777777777775,1894
白髪山,しらがやま,33.809999999999995,133.99305555555554,1770
石立山,いしたてざん,33.78472222222222,134.055,1708
梶ヶ森,かじがもり,33.759166666666665,133.7513888888889,1400
甚吉森,じんきちもり,33.69472222222222,134.10999999999999,1423
天狗森,てんぐもり,33.61888888888889,134.06777777777776,1296
鐘ヶ龍森,かねがりゅうもり,33.54694444444444,134.08194444444445,1126
工石山,くいしやま,33.855555555555554,133.57999999999998,1516
白髪山,しらがやま,33.816111111111105,133.59083333333334,1469
稲叢山,いなむらやま,33.746944444444445,133.35916666666665,1506
工石山,くいしやま,33.66972222222222,133.50611111111112,1177
赤星山,あかぼしやま,33.919444444444444,133.45805555555555,1453
東赤石山,ひがしあかいしやま,33.875,133.375,1706
笹ヶ峰,ささがみね,33.82805555555556,133.27472222222224,1860
伊予富士,いよふじ,33.78805555555555,133.24805555555554,1756
瓶ヶ森,かめがもり,33.79472222222222,133.19333333333333,1897
石鎚山<天狗岳>,いしづちさん<てんぐだけ>,33.76777777777777,133.11499999999998,1982
二ノ森,にのもり,33.75861111111111,133.0938888888889,1930
筒上山,つつじょうざん,33.731944444444444,133.16111111111113,1860
石墨山,いしずみさん,33.73388888888889,132.98472222222222,1456
障子山,しょうじやま,33.70527777777778,132.76527777777778,885
壺神山,つぼがみやま,33.605555555555554,132.55472222222224,971
出石山,いずしやま,33.535,132.46527777777777,812
神南山,かんなんざん,33.5175,132.6327777777778,710
御在所山,ございしょざん,33.34388888888889,132.75583333333333,915
笠取山,かさとりやま,33.55555555555555,132.92249999999999,1562
中津山,なかつさん,33.57555555555556,133.04666666666665,1541
不入山,いらずやま,33.44083333333333,133.06305555555556,1336
蟠蛇森,ばんだがもり,33.441111111111105,133.25944444444445,770
鈴ヶ森,すずがもり,33.35638888888889,133.0511111111111,1054
五在所ノ峯,ございしょのみね,33.17722222222222,133.15083333333334,658
堂が森,どうがもり,33.16,132.87666666666667,857
高月山,たかつきやま,33.20861111111111,132.63472222222222,1229
三本杭,さんぼんぐい,33.18833333333333,132.63527777777776,1226
篠山,ささやま,33.05583333333333,132.65916666666666,1065
今ノ山,いまのやま,32.8575,132.85027777777776,868
足立山,あだちやま,33.85944444444445,130.91722222222222,598
貫山,ぬきさん,33.78055555555555,130.90944444444446,712
福智山,ふくちやま,33.742222222222225,130.8038888888889,901
犬ヶ岳,いぬがたけ,33.51222222222222,131.00166666666667,1131
英彦山,ひこさん,33.476111111111116,130.9261111111111,1199
馬見山,うまみやま,33.48638888888889,130.76777777777778,978
犬鳴山,いぬなきやま,33.68722222222222,130.54916666666668,584
三郡山,さんぐんざん,33.55555555555555,130.5838888888889,936
基山,きざん,33.44277777777778,130.5102777777778,404
脊振山,せふりさん,33.436388888888885,130.3686111111111,1055
浮嶽,うきだけ,33.47,130.0991666666667,805
天山,てんざん,33.33888888888889,130.14277777777778,1046
両子山,ふたごさん,33.58305555555556,131.60166666666666,720
鹿嵐山,かならせやま,33.43472222222222,131.25277777777777,758
鶴見岳,つるみだけ,33.28666666666666,131.4297222222222,1375
由布岳,ゆふだけ,33.282222222222224,131.39027777777778,1583
万年山,はねやま,33.231388888888894,131.13055555555556,1140
涌蓋山,わいたざん,33.14,131.16444444444446,1500
くじゅう連山<中岳>,くじゅうれんざん<なかだけ>,33.08583333333333,131.24888888888887,1791
くじゅう連山<黒岳>,くじゅうれんざん<くろだけ>,33.105555555555554,131.2927777777778,1587
くじゅう連山<大船山>,くじゅうれんざん<たいせんざん>,33.095,131.28055555555557,1786
くじゅう連山<三俣山>,くじゅうれんざん<みまたやま>,33.10388888888889,131.24638888888887,1744
くじゅう連山<星生山>,くじゅうれんざん<ほっしょうざん>,33.090833333333336,131.23250000000002,1762
くじゅう連山<久住山>,くじゅうれんざん<くじゅうさん>,33.08222222222223,131.2408333333333,1787
阿蘇山<高岳>,あそさん<たかだけ>,32.88444444444444,131.1038888888889,1592
阿蘇山<根子岳,あそさん<ねこだけ>,32.88361111111111,131.14444444444445,1433
阿蘇山<中岳>,あそさん<なかだけ>,32.88361111111111,131.09694444444446,1506
阿蘇山<杵島岳>,あそさん<きしまだけ>,32.8925,131.05805555555557,1326
阿蘇山<烏帽子岳>,あそさん<えぼしだけ>,32.87361111111111,131.05805555555557,1337
鷹取山,たかとりやま,33.30305555555555,130.7227777777778,802
釈迦岳,しゃかだけ,33.1875,130.88916666666665,1231
酒呑童子山,しゅてんどうじやま,33.096944444444446,130.90833333333333,1181
国見山,くにみやま,33.105555555555554,130.8175,1018
筒ヶ岳,つつがたけ,32.984722222222224,130.5275,501
金峰山,きんぼうざん,32.814166666666665,130.63888888888889,665
黒髪山,くろかみざん,33.21388888888889,129.90222222222224,516
国見山,くにみやま,33.23694444444445,129.8127777777778,776
虚空蔵山,こくぞうざん,33.09055555555556,129.92138888888888,609
多良岳<経ヶ岳>,たらだけ<きょうがだけ>,32.987500000000004,130.07638888888889,1076
多良岳,たらだけ,32.97555555555556,130.0927777777778,996
多良岳<五家原岳>,たらだけ<ごかはらだけ>,32.95805555555556,130.07666666666665,1057
雲仙岳<普賢岳>,うんぜんだけ<ふげんだけ>,32.76,130.29222222222222,1359
雲仙岳<平成新山>,うんぜんだけ<へいせいしんざん>,32.76138888888889,130.29888888888888,1483
長浦岳,ながうらだけ,32.91361111111111,129.7447222222222,561
八郎岳,はちろうだけ,32.67027777777778,129.8563888888889,590
御岳<雄岳>,みたけ<おだけ>,34.57194444444445,129.38166666666666,479
白嶽,しらたけ,34.26416666666667,129.2497222222222,518
有明山,ありあけやま,34.20444444444445,129.265,558
矢立山,やたてやま,34.177499999999995,129.22611111111112,648
山王山,さんのうざん,32.93333333333333,129.05305555555557,439
父ヶ岳,ててがたけ,32.69833333333333,128.6811111111111,460
佩楯山,はいだてさん,32.95305555555556,131.64583333333331,754
傾山,かたむきやま,32.83888888888889,131.47583333333333,1605
大崩山,おおくえやま,32.73777777777778,131.51305555555555,1644
行縢山,むかばきやま,32.62583333333333,131.57222222222222,830
祖母山,そぼさん,32.82805555555556,131.34694444444446,1756
古祖母山,ふるそぼさん,32.80277777777778,131.36444444444444,1633
諸塚山,もろつかやま,32.63472222222222,131.2875,1342
向坂山,むこうざかやま,32.57972222222222,131.105,1685
国見岳,くにみだけ,32.54722222222222,131.01833333333335,1739
上福根山,かみふくねやま,32.473333333333336,130.94694444444445,1646
江代山,えしろやま,32.370555555555555,131.07611111111112,1607
市房山,いちふさやま,32.31166666666666,131.1011111111111,1721
石堂山,いしどうやま,32.30027777777777,131.16777777777776,1547
尾鈴山,おすずやま,32.299166666666665,131.42666666666665,1405
仰烏帽子山,のけえぼしやま,32.37138888888889,130.7777777777778,1302
白髪岳,しらがだけ,32.150277777777774,130.94333333333333,1417
国見山,くにみやま,32.187777777777775,130.61416666666665,969
矢筈岳,やはずだけ,32.12277777777778,130.40055555555557,687
紫尾山,しびさん,31.980833333333333,130.3675,1067
鰐塚山,わにつかやま,31.76888888888889,131.26944444444445,1118
霧島山<韓国岳>,きりしまやま<からくにだけ>,31.934166666666666,130.86166666666665,1700
霧島山<新燃岳>,きりしまやま<しんもえだけ>,31.909444444444443,130.8863888888889,1421
霧島山<高千穂峰>,きりしまやま<たかちほのみね>,31.886388888888888,130.9188888888889,1574
高隈山<大箆柄岳>,たかくまやま<おおのがらだけ>,31.48611111111111,130.8186111111111,1236
高隈山<御岳>,たかくまやま<おんたけ>,31.460277777777776,130.82055555555556,1182
甫与志岳,ほよしだけ,31.264166666666668,130.98999999999998,967
稲尾岳,いなおだけ,31.123333333333335,130.88472222222222,930
御岳,おんたけ,31.592499999999998,130.65666666666667,1117
八重山,やえやま,31.734444444444446,130.44833333333332,677
冠岳,かんむりだけ,31.748611111111114,130.3311111111111,516
熊ヶ岳,くまがたけ,31.455277777777777,130.46388888888887,590
金峯山,きんぽうざん,31.467777777777776,130.38305555555556,636
野間岳,のまだけ,31.404444444444444,130.15833333333333,591
開聞岳,かいもんだけ,31.18,130.52833333333334,924
倉岳,くらだけ,32.42777777777778,130.32694444444445,682
角山,かどやま,32.39944444444444,130.0938888888889,526
尾岳,おたけ,31.723055555555554,129.73944444444444,604
天女ヶ倉,あまめがくら,30.74361111111111,131.05333333333334,238
硫黄岳,いおうだけ,30.793055555555558,130.3052777777778,704
櫓岳,やぐらだけ,30.828333333333333,129.9375,620
古岳,ふるだけ,30.443333333333335,130.21722222222223,657
宮之浦岳,みやのうらだけ,30.33611111111111,130.50416666666666,1936
永田岳,ながただけ,30.342777777777776,130.49249999999998,1886
モッチョム岳,もっちょむだけ,30.256666666666668,130.56416666666667,940
前岳,まえだけ,29.968055555555555,129.92555555555555,628
御岳,おんたけ,29.859166666666667,129.85694444444445,979
御岳,おたけ,29.903055555555554,129.54166666666666,497
御岳,おたけ,29.638333333333332,129.71388888888887,796
御岳,みたけ,29.465,129.59472222222223,584
イマキラ岳,いまきらだけ,29.144444444444446,129.20805555555555,292
横当島,よこあてじま,28.800833333333333,128.9947222222222,495
湯湾岳,ゆわんだけ,28.296111111111113,129.3211111111111,694
井之川岳,いのかわだけ,27.77861111111111,128.98305555555555,645
大山,おおやま,27.36916666666667,128.56666666666666,240
与那覇岳,よなはだけ,26.716944444444444,128.2186111111111,503
八重岳,やえだけ,26.635555555555555,127.92833333333334,453
恩納岳,おんなだけ,26.479444444444443,127.87472222222222,363
於茂登岳,おもとだけ,24.427222222222223,124.18333333333334,526
古見岳,こみだけ,24.359166666666667,123.89111111111112,469
宇良部岳,うらぶだけ,24.452777777777776,123.00555555555556,231
